,QS-based composition,MLaaS_CS,QualityCategory,model category,Rule-Based AC
1741,1,1,1,FMinist64,0
1742,1,0,0,FMinist64,0
1743,1,0,0,FMinist64,0
1744,1,0,0,FMinist64,0
1745,0,0,0,FMinist64,0
1746,1,0,0,FMinist64,0
1747,1,0,0,FMinist64,0
1748,1,1,1,FMinist64,1
1749,1,0,0,FMinist64,1
1750,1,0,0,FMinist64,0
1751,0,0,0,FMinist64,0
1752,1,1,1,FMinist64,0
1753,1,1,1,FMinist64,0
1754,1,0,0,FMinist64,1
1755,1,0,0,FMinist64,0
1756,1,0,0,FMinist64,0
1757,1,1,1,FMinist64,0
1758,1,0,0,FMinist64,0
1759,1,0,0,FMinist64,0
1760,1,0,0,FMinist64,0
1761,0,0,0,FMinist64,0
1762,1,1,1,FMinist64,0
1763,1,0,0,HAR16,0
1764,1,0,0,HAR16,0
1765,1,1,0,HAR16,0
1766,1,1,1,HAR16,1
1767,1,1,1,HAR16,1
1768,1,0,0,HAR16,0
1769,1,1,1,HAR16,0
1770,1,1,1,HAR16,0
1771,1,1,1,HAR16,0
1772,1,1,1,HAR16,1
1773,1,1,1,HAR16,0
1774,1,0,0,HAR16,0
1775,1,0,0,HAR16,0
1776,1,1,1,HAR16,0
1777,1,0,0,HAR16,0
1778,1,0,0,HAR16,0
1779,1,0,0,HAR16,0
1780,0,0,0,HAR16,0
1781,1,0,0,HAR16,0
1782,1,1,1,HAR16,0
1783,1,1,1,HAR16,1
1784,1,1,1,HAR16,1
1785,1,1,1,HAR16,0
1786,0,1,1,HAR16,0
1787,1,0,0,HAR16,0
1788,1,1,1,HAR16,0
1789,1,1,1,HAR16,0
1790,1,1,1,HAR16,0
1791,1,1,1,HAR16,0
1792,1,0,0,HAR16,0
1793,1,0,0,HAR16,0
1794,1,1,1,HAR16,0
1795,0,1,0,HAR16,0
1796,1,1,1,HAR16,0
1797,1,1,1,HAR16,1
1798,1,0,0,HAR16,1
1799,0,0,0,HAR16,0
1800,1,1,1,HAR16,1
1801,1,0,0,HAR16,0
1802,1,1,1,HAR16,1
1803,1,1,1,HAR16,1
1804,1,0,0,HAR16,1
1805,1,0,0,HAR16,0
1806,0,0,0,HAR16,0
1807,1,0,0,HAR16,0
1808,1,1,1,HAR16,0
1809,1,0,0,HAR16,0
1810,1,1,1,HAR16,0
1811,1,1,1,HAR16,0
1812,1,0,0,HAR16,0
1813,1,1,1,HAR16,0
1814,1,1,1,HAR16,1
1815,1,0,0,HAR16,0
1816,1,0,0,HAR16,0
1817,1,1,1,HAR16,0
1818,1,1,1,HAR16,0
1819,1,0,0,HAR16,0
1820,1,0,0,HAR16,1
1821,1,1,1,HAR16,0
1822,1,1,1,HAR16,1
1823,1,0,0,HAR16,0
1824,1,1,1,HAR16,0
1825,1,0,0,HAR16,1
1826,1,0,0,HAR16,0
1827,1,1,1,HAR16,0
1828,1,0,0,HAR16,0
1829,1,0,0,HAR16,0
1830,1,0,0,HAR16,0
1831,1,1,1,HAR16,1
1832,0,0,0,HAR16,0
1833,0,0,0,HAR16,0
1834,1,0,0,HAR16,0
1835,1,0,0,HAR16,0
1836,1,0,0,HAR16,0
1837,0,0,0,HAR16,0
1838,1,0,0,HAR16,0
1839,1,1,1,HAR16,1
1840,1,1,1,HAR16,1
1841,1,1,1,HAR16,0
1842,1,1,1,HAR16,0
1843,1,1,1,HAR16,0
1844,1,0,0,HAR16,0
1845,1,0,0,HAR16,0
1846,1,0,0,HAR16,1
1847,0,0,0,HAR16,0
1848,1,0,0,HAR16,0
1849,1,1,1,HAR16,1
1850,1,1,1,HAR16,1
1851,1,0,0,HAR16,0
1852,1,1,1,HAR16,0
1853,1,0,0,HAR16,0
1854,1,1,1,HAR16,0
1855,1,1,1,HAR16,0
1856,1,0,0,HAR16,1
1857,1,0,0,HAR16,0
1858,1,1,1,HAR16,0
1859,1,1,1,HAR16,0
1860,1,1,1,HAR16,1
1861,1,1,1,HAR16,0
1862,1,1,1,HAR16,0
1863,1,0,0,HAR16,0
1864,1,0,0,HAR16,0
1865,1,1,1,HAR16,1
1866,1,0,0,HAR16,0
1867,1,1,1,HAR16,0
1868,1,0,0,HAR16,0
1869,1,0,0,HAR16,0
1870,1,0,0,HAR16,1
1871,1,1,1,HAR16,0
1872,1,1,1,HAR16,0
1873,1,1,1,HAR16,0
1874,1,1,1,HAR16,0
1875,1,0,0,HAR16,0
1876,1,0,0,HAR16,0
1877,1,0,1,HAR16,0
1878,1,0,0,HAR16,0
1879,1,1,1,HAR16,1
1880,1,1,0,HAR16,0
1881,1,0,0,HAR16,0
1882,1,1,1,HAR16,0
1883,1,0,0,HAR16,0
1884,1,1,1,HAR16,0
1885,1,1,1,HAR16,0
1886,1,1,1,HAR16,0
1887,1,0,0,HAR16,0
1888,1,1,1,HAR16,1
1889,1,1,1,HAR16,0
1890,0,1,1,HAR16,0
1891,1,1,1,HAR16,1
1892,1,0,0,HAR16,0
1893,1,0,0,HAR16,0
1894,1,0,0,HAR16,1
1895,1,1,1,HAR16,1
1896,1,0,0,HAR16,0
1897,1,0,0,HAR16,0
1898,0,0,0,HAR16,0
1899,1,1,1,HAR16,0
1900,1,1,1,HAR16,0
1901,1,0,0,HAR16,0
1902,0,0,0,HAR16,0
1903,1,0,0,HAR16,0
1904,1,1,0,HAR16,0
1905,1,1,1,HAR16,0
1906,1,0,0,HAR16,0
1907,1,1,1,HAR16,0
1908,1,0,0,HAR16,0
1909,1,0,0,HAR16,1
1910,1,1,1,HAR16,0
1911,1,1,1,HAR16,0
1912,1,0,0,HAR16,0
1913,1,1,1,HAR16,1
1914,1,0,0,HAR16,0
1915,1,1,1,HAR16,0
1916,1,0,1,HAR16,0
1917,1,1,1,HAR16,1
1918,1,0,0,HAR16,0
1919,1,0,0,HAR16,0
1920,1,1,1,HAR16,0
1921,1,0,0,HAR16,0
1922,1,1,1,HAR16,0
1923,1,0,1,HAR16,0
1924,1,1,1,HAR16,0
1925,1,0,0,HAR16,0
1926,1,1,1,HAR16,0
1927,0,0,0,HAR16,0
1928,1,0,1,HAR16,0
1929,1,1,1,HAR16,0
1930,1,1,1,HAR16,1
1931,1,0,0,HAR16,0
1932,1,0,1,HAR16,1
1933,1,0,0,HAR16,1
1934,0,0,0,HAR16,0
1935,1,1,1,HAR16,1
1936,1,1,1,HAR16,1
1937,0,0,0,HAR16,0
1938,1,0,0,HAR16,0
1939,1,1,1,HAR16,1
1940,1,0,0,HAR16,0
1941,1,0,0,HAR16,1
1942,1,0,0,HAR16,0
1943,1,1,1,HAR16,0
1944,1,0,0,HAR16,0
1945,1,1,1,HAR16,0
1946,1,0,0,HAR16,1
1947,1,1,1,HAR16,1
1948,1,1,1,HAR16,0
1949,1,0,0,HAR16,0
1950,1,0,0,HAR16,0
1951,1,0,0,HAR16,0
1952,1,0,0,HAR16,0
1953,1,0,0,HAR16,0
1954,1,1,1,HAR16,1
1955,1,1,1,HAR16,0
1956,1,1,1,HAR16,1
1957,1,0,0,HAR16,0
1958,1,0,0,HAR16,0
1959,1,1,1,HAR16,0
1960,1,1,1,HAR16,0
1961,1,0,0,HAR16,0
1962,1,1,0,HAR16,0
1963,1,0,0,HAR16,0
1964,1,1,1,HAR16,1
1965,1,0,0,HAR16,0
1966,1,1,1,HAR16,1
1967,1,1,1,HAR16,0
1968,1,1,1,HAR16,0
1969,1,0,0,HAR16,0
1970,1,0,0,HAR16,1
1971,1,0,0,HAR16,0
1972,1,1,1,HAR16,0
1973,1,0,0,HAR16,0
1974,1,1,1,HAR16,0
1975,1,1,1,HAR16,1
1976,1,0,0,HAR16,0
1977,1,0,0,HAR16,0
1978,1,1,1,HAR16,1
1979,1,1,1,HAR16,0
1980,1,0,0,HAR16,0
1981,1,0,0,HAR16,0
1982,1,0,0,HAR16,0
1983,0,0,0,HAR16,0
1984,1,0,0,HAR16,0
1985,1,0,0,HAR16,0
1986,1,1,1,HAR16,1
1987,1,0,0,HAR16,1
1988,1,0,0,HAR16,0
1989,0,0,0,HAR16,0
1990,1,1,1,HAR16,0
1991,1,1,1,HAR16,0
1992,1,0,0,HAR16,1
1993,1,0,0,HAR16,0
1994,1,0,0,HAR16,0
1995,1,1,1,HAR16,0
1996,1,0,0,HAR16,0
1997,1,0,1,HAR16,1
1998,1,0,0,HAR16,0
1999,1,0,0,HAR16,0
2000,0,0,0,HAR16,0
2001,1,1,1,HAR16,0
2002,1,0,0,HAR32,0
2003,1,0,0,HAR32,0
2004,1,1,0,HAR32,0
2005,1,1,1,HAR32,1
2006,1,1,1,HAR32,1
2007,1,0,0,HAR32,0
2008,1,1,1,HAR32,0
2009,1,1,1,HAR32,0
2010,1,1,1,HAR32,0
2011,1,1,1,HAR32,1
2012,1,1,1,HAR32,0
2013,1,0,1,HAR32,1
2014,1,0,0,HAR32,0
2015,1,0,0,HAR32,0
2016,1,1,1,HAR32,0
2017,1,0,0,HAR32,0
2018,1,0,0,HAR32,0
2019,1,0,0,HAR32,0
2020,0,0,0,HAR32,0
2021,1,0,0,HAR32,0
2022,1,1,1,HAR32,0
2023,1,1,1,HAR32,1
2024,1,1,1,HAR32,1
2025,1,1,1,HAR32,0
2026,0,1,1,HAR32,0
2027,1,0,0,HAR32,0
2028,1,1,1,HAR32,0
2029,1,1,1,HAR32,0
2030,1,1,0,HAR32,0
2031,1,1,1,HAR32,0
2032,1,1,1,HAR32,0
2033,1,0,0,HAR32,0
2034,1,0,0,HAR32,0
2035,1,1,1,HAR32,0
2036,0,1,0,HAR32,0
2037,1,1,1,HAR32,0
2038,1,1,1,HAR32,1
2039,1,0,0,HAR32,1
2040,0,0,0,HAR32,0
2041,1,1,1,HAR32,1
2042,1,0,0,HAR32,0
2043,1,1,1,HAR32,1
2044,1,1,1,HAR32,1
2045,1,0,0,HAR32,1
2046,1,0,0,HAR32,0
2047,0,0,0,HAR32,0
2048,1,0,0,HAR32,0
2049,1,1,1,HAR32,0
2050,1,0,0,HAR32,0
2051,1,1,1,HAR32,0
2052,1,1,1,HAR32,0
2053,1,0,0,HAR32,0
2054,1,1,1,HAR32,0
2055,1,1,1,HAR32,1
2056,1,0,0,HAR32,0
2057,1,0,0,HAR32,0
2058,1,1,1,HAR32,0
2059,1,1,1,HAR32,0
2060,1,0,0,HAR32,0
2061,1,0,0,HAR32,1
2062,1,1,1,HAR32,0
2063,1,1,1,HAR32,1
2064,1,0,0,HAR32,0
2065,1,1,1,HAR32,0
2066,1,0,0,HAR32,1
2067,1,0,0,HAR32,0
2068,1,1,1,HAR32,0
2069,1,0,0,HAR32,0
2070,1,0,0,HAR32,0
2071,1,0,0,HAR32,0
2072,1,1,1,HAR32,1
2073,0,0,0,HAR32,0
2074,0,0,0,HAR32,0
2075,1,0,0,HAR32,0
2076,1,0,0,HAR32,0
2077,1,0,0,HAR32,0
2078,0,0,0,HAR32,0
2079,1,0,0,HAR32,0
2080,1,1,1,HAR32,1
2081,1,1,1,HAR32,1
2082,1,1,1,HAR32,0
2083,1,1,1,HAR32,0
2084,1,1,1,HAR32,0
2085,1,0,0,HAR32,0
2086,1,0,0,HAR32,0
2087,1,0,0,HAR32,1
2088,0,0,0,HAR32,0
2089,1,0,0,HAR32,0
2090,1,1,1,HAR32,1
2091,1,1,1,HAR32,1
2092,1,0,0,HAR32,0
2093,1,1,1,HAR32,0
2094,1,0,0,HAR32,0
2095,1,1,1,HAR32,0
2096,1,1,1,HAR32,0
2097,1,0,0,HAR32,1
2098,1,1,0,HAR32,0
2099,0,1,0,HAR32,0
2100,1,0,0,HAR32,0
2101,1,1,1,HAR32,0
2102,1,1,1,HAR32,0
2103,1,1,1,HAR32,1
2104,1,1,1,HAR32,0
2105,1,0,1,HAR32,1
2106,1,1,1,HAR32,0
2107,1,0,0,HAR32,0
2108,1,0,0,HAR32,0
2109,1,1,1,HAR32,1
2110,1,0,0,HAR32,0
2111,1,1,1,HAR32,0
2112,1,0,0,HAR32,0
2113,1,0,0,HAR32,0
2114,1,0,0,HAR32,1
2115,1,1,1,HAR32,0
2116,1,1,1,HAR32,0
2117,1,1,1,HAR32,0
2118,1,1,1,HAR32,0
2119,1,0,0,HAR32,0
2120,1,0,0,HAR32,0
2121,1,0,0,HAR32,0
2122,1,1,1,HAR32,1
2123,1,0,0,HAR32,0
2124,1,1,1,HAR32,0
2125,1,0,0,HAR32,0
2126,1,1,1,HAR32,0
2127,1,1,1,HAR32,0
2128,1,1,1,HAR32,0
2129,1,0,0,HAR32,0
2130,1,1,1,HAR32,1
2131,1,1,1,HAR32,0
2132,0,1,1,HAR32,0
2133,1,1,1,HAR32,1
2134,1,0,0,HAR32,0
2135,1,0,0,HAR32,0
2136,1,0,0,HAR32,1
2137,1,1,1,HAR32,1
2138,1,0,0,HAR32,0
2139,1,0,0,HAR32,0
2140,0,1,0,HAR32,0
2141,0,0,0,HAR32,0
2142,1,1,1,HAR32,0
2143,1,1,1,HAR32,0
2144,1,0,0,HAR32,0
2145,0,0,0,HAR32,0
2146,1,0,0,HAR32,0
2147,1,1,1,HAR32,0
2148,1,0,0,HAR32,0
2149,1,1,1,HAR32,0
2150,1,0,0,HAR32,0
2151,1,0,0,HAR32,1
2152,1,1,1,HAR32,0
2153,1,1,1,HAR32,0
2154,1,0,0,HAR32,0
2155,1,1,1,HAR32,1
2156,1,0,0,HAR32,0
2157,1,1,1,HAR32,0
2158,1,1,1,HAR32,1
2159,1,0,0,HAR32,0
2160,1,0,0,HAR32,0
2161,1,1,1,HAR32,0
2162,1,0,0,HAR32,0
2163,1,1,1,HAR32,0
2164,1,1,1,HAR32,0
2165,1,0,0,HAR32,0
2166,1,1,1,HAR32,0
2167,0,0,0,HAR32,0
2168,1,1,1,HAR32,0
2169,1,1,1,HAR32,1
2170,1,0,0,HAR32,0
2171,1,0,0,HAR32,1
2172,0,0,0,HAR32,0
2173,1,1,1,HAR32,1
2174,1,1,1,HAR32,1
2175,0,0,0,HAR32,0
2176,1,0,0,HAR32,0
2177,1,0,1,HAR32,0
2178,1,1,1,HAR32,1
2179,1,0,0,HAR32,0
2180,1,0,0,HAR32,1
2181,1,0,0,HAR32,0
2182,1,1,1,HAR32,0
2183,1,0,0,HAR32,0
2184,1,1,1,HAR32,0
2185,1,0,0,HAR32,1
2186,1,1,1,HAR32,1
2187,1,0,1,HAR32,0
2188,1,1,1,HAR32,0
2189,1,0,0,HAR32,0
2190,1,0,0,HAR32,0
2191,1,0,0,HAR32,0
2192,1,0,0,HAR32,0
2193,1,0,0,HAR32,0
2194,1,1,1,HAR32,1
2195,1,1,1,HAR32,0
2196,1,1,1,HAR32,1
2197,1,0,0,HAR32,0
2198,1,0,1,HAR32,0
2199,1,0,0,HAR32,0
2200,1,1,1,HAR32,0
2201,1,1,1,HAR32,0
2202,1,0,0,HAR32,0
2203,1,0,0,HAR32,0
2204,1,1,1,HAR32,1
2205,1,0,0,HAR32,0
2206,1,1,1,HAR32,1
2207,1,1,1,HAR32,0
2208,1,1,1,HAR32,0
2209,1,0,0,HAR32,0
2210,1,0,0,HAR32,1
2211,1,0,0,HAR32,0
2212,1,1,1,HAR32,0
2213,1,0,0,HAR32,0
2214,1,1,1,HAR32,0
2215,1,1,1,HAR32,1
2216,1,0,0,HAR32,0
2217,1,0,0,HAR32,0
2218,1,1,1,HAR32,1
2219,1,1,1,HAR32,0
2220,1,0,0,HAR32,0
2221,1,0,0,HAR32,0
2222,1,0,0,HAR32,0
2223,0,0,0,HAR32,0
2224,1,0,0,HAR32,0
2225,1,0,0,HAR32,0
2226,1,1,1,HAR32,1
2227,1,0,0,HAR32,1
2228,1,0,0,HAR32,0
2229,0,0,0,HAR32,0
2230,1,1,1,HAR32,0
2231,1,0,1,HAR32,1
2232,1,1,1,HAR32,0
2233,1,0,0,HAR32,1
2234,1,0,0,HAR32,0
2235,1,0,0,HAR32,0
2236,1,1,1,HAR32,0
2237,1,0,0,HAR32,0
2238,1,0,0,HAR32,0
2239,1,0,0,HAR32,0
2240,0,0,0,HAR32,0
2241,1,1,1,HAR32,0
2242,1,0,0,HAR64,0
2243,1,0,0,HAR64,0
2244,1,1,1,HAR64,1
2245,1,1,1,HAR64,1
2246,1,0,0,HAR64,0
2247,1,1,1,HAR64,0
2248,1,1,1,HAR64,0
2249,1,1,1,HAR64,0
2250,1,1,1,HAR64,1
2251,1,1,1,HAR64,0
2252,1,0,0,HAR64,0
2253,1,0,0,HAR64,0
2254,1,1,1,HAR64,0
2255,1,0,0,HAR64,0
2256,1,0,0,HAR64,0
2257,1,0,0,HAR64,0
2258,0,0,0,HAR64,0
2259,1,0,0,HAR64,0
2260,1,1,1,HAR64,0
2261,1,1,1,HAR64,1
2262,1,1,1,HAR64,1
2263,1,1,1,HAR64,0
2264,0,1,1,HAR64,0
2265,1,0,0,HAR64,0
2266,1,1,1,HAR64,0
2267,1,1,1,HAR64,0
2268,1,1,1,HAR64,0
2269,1,1,1,HAR64,0
2270,1,0,0,HAR64,0
2271,1,0,0,HAR64,0
2272,1,1,1,HAR64,0
2273,1,1,1,HAR64,0
2274,1,1,1,HAR64,1
2275,1,0,0,HAR64,1
2276,0,0,0,HAR64,0
2277,1,1,1,HAR64,1
2278,1,0,0,HAR64,0
2279,1,1,1,HAR64,1
2280,1,1,1,HAR64,1
2281,1,0,0,HAR64,1
2282,1,0,0,HAR64,0
2283,0,0,0,HAR64,0
2284,1,0,0,HAR64,0
2285,1,1,1,HAR64,0
2286,1,0,0,HAR64,0
2287,1,1,1,HAR64,0
2288,1,1,1,HAR64,0
2289,1,0,0,HAR64,0
2290,1,1,1,HAR64,0
2291,1,1,1,HAR64,1
2292,1,0,0,HAR64,0
2293,1,0,0,HAR64,0
2294,1,1,1,HAR64,0
2295,1,1,1,HAR64,0
2296,1,0,0,HAR64,0
2297,1,0,0,HAR64,1
2298,1,1,1,HAR64,0
2299,1,1,1,HAR64,1
2300,1,0,0,HAR64,0
2301,1,1,1,HAR64,0
2302,1,0,0,HAR64,1
2303,1,0,0,HAR64,0
2304,1,1,1,HAR64,0
2305,1,0,0,HAR64,0
2306,1,0,0,HAR64,0
2307,1,0,0,HAR64,0
2308,1,1,1,HAR64,1
2309,0,0,0,HAR64,0
2310,0,0,0,HAR64,0
2311,1,0,0,HAR64,0
2312,1,0,0,HAR64,0
2313,1,0,0,HAR64,0
2314,0,0,0,HAR64,0
2315,1,0,0,HAR64,0
2316,1,1,1,HAR64,1
2317,1,1,1,HAR64,1
2318,1,1,1,HAR64,0
2319,1,1,1,HAR64,0
2320,1,1,1,HAR64,0
2321,1,0,0,HAR64,0
2322,1,0,0,HAR64,0
2323,1,0,0,HAR64,1
2324,0,0,0,HAR64,0
2325,1,0,0,HAR64,0
2326,1,1,1,HAR64,1
2327,1,1,1,HAR64,1
2328,1,0,0,HAR64,0
2329,1,1,1,HAR64,0
2330,1,0,0,HAR64,0
2331,1,1,1,HAR64,0
2332,1,1,1,HAR64,0
2333,1,0,0,HAR64,1
2334,1,1,0,HAR64,0
2335,0,1,0,HAR64,0
2336,1,0,0,HAR64,0
2337,1,1,1,HAR64,0
2338,1,1,1,HAR64,0
2339,1,1,1,HAR64,1
2340,1,1,1,HAR64,0
2341,0,1,0,HAR64,0
2342,1,1,1,HAR64,0
2343,1,0,0,HAR64,0
2344,1,0,0,HAR64,0
2345,1,1,1,HAR64,1
2346,1,0,0,HAR64,0
2347,1,1,1,HAR64,0
2348,1,0,0,HAR64,0
2349,1,0,0,HAR64,0
2350,1,0,0,HAR64,1
2351,1,1,1,HAR64,0
2352,1,1,1,HAR64,0
2353,1,1,1,HAR64,0
2354,1,1,1,HAR64,0
2355,1,0,0,HAR64,0
2356,1,0,0,HAR64,0
2357,1,0,0,HAR64,0
2358,1,1,1,HAR64,1
2359,1,1,0,HAR64,0
2360,1,0,0,HAR64,0
2361,1,1,1,HAR64,0
2362,1,0,0,HAR64,0
2363,1,1,1,HAR64,0
2364,1,1,1,HAR64,0
2365,1,1,1,HAR64,0
2366,1,0,0,HAR64,0
2367,1,1,1,HAR64,1
2368,1,1,1,HAR64,0
2369,0,1,1,HAR64,0
2370,1,1,1,HAR64,1
2371,1,0,0,HAR64,0
2372,1,0,0,HAR64,0
2373,1,0,0,HAR64,1
2374,1,1,1,HAR64,1
2375,1,0,0,HAR64,0
2376,1,0,0,HAR64,0
2377,0,1,0,HAR64,0
2378,0,0,0,HAR64,0
2379,1,1,1,HAR64,0
2380,1,1,0,HAR64,0
2381,1,1,1,HAR64,0
2382,1,0,0,HAR64,0
2383,0,0,0,HAR64,0
2384,1,0,0,HAR64,0
2385,1,1,1,HAR64,0
2386,1,0,0,HAR64,0
2387,1,1,1,HAR64,0
2388,1,0,0,HAR64,0
2389,1,0,0,HAR64,1
2390,1,1,1,HAR64,0
2391,1,1,1,HAR64,0
2392,1,0,0,HAR64,0
2393,1,1,1,HAR64,1
2394,1,0,0,HAR64,0
2395,1,1,1,HAR64,0
2396,1,1,1,HAR64,1
2397,1,0,0,HAR64,0
2398,1,0,0,HAR64,0
2399,1,1,1,HAR64,0
2400,1,0,0,HAR64,0
2401,1,1,1,HAR64,0
2402,1,1,1,HAR64,0
2403,1,0,0,HAR64,0
2404,1,1,1,HAR64,0
2405,0,0,0,HAR64,0
2406,1,1,1,HAR64,0
2407,1,1,1,HAR64,1
2408,1,0,0,HAR64,0
2409,1,0,1,HAR64,1
2410,1,0,0,HAR64,1
2411,0,0,0,HAR64,0
2412,1,1,1,HAR64,1
2413,1,0,1,HAR64,1
2414,1,1,1,HAR64,1
2415,0,0,0,HAR64,0
2416,1,0,0,HAR64,0
2417,1,1,1,HAR64,1
2418,1,0,1,HAR64,0
2419,1,0,0,HAR64,0
2420,1,0,0,HAR64,1
2421,1,0,0,HAR64,0
2422,1,1,1,HAR64,0
2423,1,0,0,HAR64,0
2424,1,1,1,HAR64,0
2425,1,0,0,HAR64,1
2426,1,1,1,HAR64,1
2427,1,1,1,HAR64,0
2428,1,0,0,HAR64,0
2429,1,0,0,HAR64,0
2430,1,0,0,HAR64,0
2431,1,0,0,HAR64,0
2432,1,0,0,HAR64,0
2433,1,1,1,HAR64,1
2434,1,1,1,HAR64,0
2435,1,1,1,HAR64,1
2436,1,0,0,HAR64,0
2437,1,0,0,HAR64,0
2438,1,1,1,HAR64,0
2439,1,1,1,HAR64,0
2440,1,0,0,HAR64,0
2441,1,1,0,HAR64,0
2442,1,0,0,HAR64,0
2443,1,1,1,HAR64,1
2444,1,0,0,HAR64,0
2445,1,1,1,HAR64,1
2446,1,1,1,HAR64,0
2447,1,1,1,HAR64,0
2448,1,0,0,HAR64,0
2449,1,0,0,HAR64,1
2450,1,0,0,HAR64,0
2451,1,1,1,HAR64,0
2452,1,0,0,HAR64,0
2453,1,1,1,HAR64,0
2454,1,1,1,HAR64,1
2455,1,0,0,HAR64,0
2456,1,0,0,HAR64,0
2457,1,1,1,HAR64,1
2458,1,1,1,HAR64,0
2459,1,0,0,HAR64,0
2460,1,0,0,HAR64,0
2461,1,0,0,HAR64,0
2462,0,0,0,HAR64,0
2463,1,0,0,HAR64,0
2464,1,0,0,HAR64,0
2465,1,1,1,HAR64,1
2466,1,0,0,HAR64,1
2467,1,0,0,HAR64,0
2468,0,0,0,HAR64,0
2469,1,1,1,HAR64,0
2470,1,1,1,HAR64,0
2471,1,0,0,HAR64,1
2472,1,0,0,HAR64,0
2473,1,0,0,HAR64,0
2474,1,1,1,HAR64,0
2475,1,0,0,HAR64,0
2476,1,0,0,HAR64,0
2477,1,0,0,HAR64,0
2478,0,0,0,HAR64,0
2479,1,1,1,HAR64,0
